name,model,steps,prompt,strategy,use_wandb,batch_size,gen_length,ignore_pad,n_problems,output_dir,temperature,wandb_entity,wandb_project,use_confidence_weighting,_runtime,_step,_timestamp,_wandb,avg_diversity,avg_time,cumulative_at_1,cumulative_at_10,cumulative_at_11,cumulative_at_12,cumulative_at_13,cumulative_at_14,cumulative_at_15,cumulative_at_16,cumulative_at_2,cumulative_at_3,cumulative_at_4,cumulative_at_5,cumulative_at_6,cumulative_at_7,cumulative_at_8,cumulative_at_9,pass_at_1,pass_at_10,pass_at_11,pass_at_12,pass_at_13,pass_at_14,pass_at_15,pass_at_16,pass_at_2,pass_at_3,pass_at_4,pass_at_5,pass_at_6,pass_at_7,pass_at_8,pass_at_9,results_table,std_diversity,std_time
trial_94_joint_alpha2.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 2, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,2.0,,text_dpp,True,3931.0,0.0,1771141512.0243156,{'runtime': 3931},0.45515714064240453,19.645936955213543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.75,0.76,0.76,0.765,0.765,0.77,0.77,0.445,0.53,0.57,0.62,0.67,0.705,0.735,0.74,"{'_latest_artifact_path': 'wandb-client-artifact://nebnpgcbnocol95u05vai01ndp5gou0ha18avlbo1l7u315wkk8sfmemj1qo3rew3svoggs5sl43607cr4ldodk6qlhr4yyiewxf0illamxhbipmm81zrkepcswsr222:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://3qg5uqd9c659rptk3et9frqqbr8r9str3a8i5zl2ildbs935y4pd1flcdlo8aoajpiurvh7mgtg89stuq2wyt4xo1b85fjqhb7uq12icumryffnnmjwzweozysw9tkhn/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_578a3a757cbebcc25ef8.table.json', 'sha256': '578a3a757cbebcc25ef80b83aee336e381305e0f156caa5d9f7afb21232cd622', 'size': 1494234}",0.11318972262686762,2.5865146406599497
trial_37_batched_orth_alpha8.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/16-25-58,1.0,,text_dpp,True,4732.0,0.0,1771142959.72093,{'runtime': 4732},0.15973684579133987,23.5985921728611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555,0.81,0.815,0.82,0.825,0.83,0.835,0.84,0.635,0.67,0.71,0.735,0.76,0.77,0.78,0.79,"{'_latest_artifact_path': 'wandb-client-artifact://2uukyz3st50pze7or838bky6b6pxu4so7lr22mmknzx750c1nxg70l51t9i99kz2t6m9kmkdminv9ol6z60fpm6fcg7rfn3cuihhvqbl50ml0crm2c4cmz4a5wswvzh2:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://37l3ypuah6bnu5qu23lsur7vliurww8qpzkehwowvxw9ftow7a9585ludn5szftv7mtykzqizactzdfywyij7t5wtrieotljsx4ctgh5z3imet70od338o9es178adqr/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_7aad35d2bb19aca019dc.table.json', 'sha256': '7aad35d2bb19aca019dc27443a393b05a13d9f679f4e0cc6115c062ecaeb1701', 'size': 1426643}",0.11390541234164824,2.643355907637289
trial_95_joint_alpha8.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-29,0.0,,text_dpp,True,3747.0,0.0,1771144771.9270034,{'runtime': 3747},0.06522522211074828,18.723843966722487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.545,0.575,0.59,0.6,0.6,0.6,0.61,0.62,"{'_latest_artifact_path': 'wandb-client-artifact://4sk9xavnibo8cmf598lymg7h4axln17qhnuoke89ouyzh4vo3y1pho3cw8qh3x7t66iy5onbpvvjhj3jp8v2nnezlrrr23lmbfcxgmzz3o9g2gvew5mccerk14zkp629:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://nmwlbgv5a6nevy4scr6h8didlago3pg76zskp26n3nck9svfwn64rdya5t1tpdf6uck5w48thtpozzehqoahdedmnn0gcj14t3ngdz0jx3gd8oglg06pdu4extus49t9/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_e0219a75efc076142290.table.json', 'sha256': 'e0219a75efc0761422908ccc47d5b6f10eb0eef1a80fca1c93e6e797765e15c4', 'size': 1439125}",0.056523323203585774,2.397029562621673
trial_96_joint_alpha8.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,0.5,,text_dpp,True,3938.0,0.0,1771145456.9058142,{'runtime': 3938},0.09827208966016768,19.680557218790053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.465,0.635,0.645,0.645,0.65,0.66,0.66,0.665,0.535,0.56,0.58,0.595,0.595,0.595,0.6,0.62,"{'_latest_artifact_path': 'wandb-client-artifact://ys62yw0su9unak241xa5w96hvdsfvwyicdwlrc80qvnnxfw09hclvuyy51k4pf9mdhep9p2xluiwhyq4oziw7hpaqxh54sibicxtg4088e3i7erj62brvtduotxqufk1:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://945yt546wasa0mowqm7yyjoz70z9jhjrabbsbov5km5wknxnd3ab1qyq1papp2vgzsqcl2yoc0n2058agzlvusiu2cons4or6946g4ad0uf9nubrle5veqd530crrawg/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_207ab146c976c76ac885.table.json', 'sha256': '207ab146c976c76ac8853b1a79e59ab149c7380fc7a86d2f8d6e00678ef9733e', 'size': 1441167}",0.07919022362183138,2.6127587785991
trial_38_batched_orth_alpha16.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/16-25-58,1.0,,text_dpp,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_97_joint_alpha8.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-29,1.0,,text_dpp,True,4149.0,0.0,1771148928.4064894,{'runtime': 4149},0.1356643879413605,20.73380154967308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435,0.745,0.745,0.75,0.755,0.755,0.755,0.76,0.555,0.61,0.64,0.655,0.685,0.71,0.715,0.73,"{'_latest_artifact_path': 'wandb-client-artifact://t9okezuzrvte8krgqz04azj5ti4aq0ub1lmfclumvm60lon6qvl8eftlujxbirt5ohia89o4yh55o4i414cvaagjtujnq3cl4bwcn6gojj4ak5c1z79fvjt2xb42gnrm:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://td57sfjsnwigf05mbfkcli1kq5swswght143nztuguw2f5edvd4cv2lr5v1rt6tywhr0nrj9pji0bqnqfi1ltxs7ur036ua7sqf9cay1p783xe12kusbnltvtcldw4qt/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_14b2a62ed1406a41bd41.table.json', 'sha256': '14b2a62ed1406a41bd41c5c9913daf07656b8dcc19850b9fb80aff3dbd81a078', 'size': 1439307}",0.09298530481475296,2.68568080221311
trial_98_joint_alpha8.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,1.5,,text_dpp,True,4202.0,0.0,1771149666.4268444,{'runtime': 4202},0.21638116732239723,20.998454035520552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.785,0.8,0.805,0.815,0.815,0.825,0.825,0.555,0.605,0.645,0.685,0.715,0.75,0.755,0.775,"{'_latest_artifact_path': 'wandb-client-artifact://ulzptbcc2b42y7cenpyd0bgd42a0pfo6086azs3r56ln6814semgdzz95fcda35byg5dggihrru5x74ljzjk1bcu1yc8rvpnyj1lz0c6nlreyawhrk9nhqowtmqk0xqm:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://embe9m2ljziet91oloexh1dqnj5529zilgmsjk9cnt25nk51vhyfkqqbzils2omlmdj4d0ijp5w0kdnxb2bzc5z502glmmsbyvs00r8l963r1gk4jkuufvalycd99i6p/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_2d32c538bc88088232e1.table.json', 'sha256': '2d32c538bc88088232e17f69ee7ffcd29fbf83a163daf9eb57dc2ccfbe30eecf', 'size': 1433678}",0.11660443144887118,2.700336694922009
trial_39_batched_orth_alpha32.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/16-25-58,1.0,,text_dpp,True,4730.0,0.0,1771152485.5585,{'runtime': 4730},0.18826956033706663,23.58928912520409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585,0.815,0.82,0.82,0.83,0.83,0.84,0.845,0.67,0.71,0.725,0.755,0.775,0.79,0.81,0.81,"{'_latest_artifact_path': 'wandb-client-artifact://f5etc356p8411178k2csi6w2mnacwo3hlfy9cxnlgy6zijv56i82o7s5f6n876o5j1qomk7kn9787u193rtoi16xdoglq0mjoyp4va40yysbrizo11pry1a351kis1ea:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://cbggrsttfyenvfwegqxj9698jtx5074axzs1gplkzytlu498h3azkzrimt3q42c493n3zvnk5wc9f2jw3i1wtfs4ja5mc1i1uw0oo7n0nnpjefrwn6mn8ydp9zergapy/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_fcb55ca7c186ccb4bf34.table.json', 'sha256': 'fcb55ca7c186ccb4bf34d40a8b962aab4464d8da9a8d781b3bd266f75b9d7319', 'size': 1423319}",0.10907268897379994,2.640915908677882
trial_99_joint_alpha8.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 8, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-29,2.0,,text_dpp,True,4149.0,0.0,1771153084.083798,{'runtime': 4149},0.4198890997469425,20.73495567679405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305,0.73,0.75,0.765,0.775,0.775,0.78,0.79,0.48,0.555,0.6,0.63,0.655,0.685,0.705,0.715,"{'_latest_artifact_path': 'wandb-client-artifact://91o4o2f2z1gdatb7fgptq9vu4kzmmnoatvmqd8ffcwjqjg2t5ro1234e3ref2gwo17s37hh0n5ejj0akzo9v6h72ddurfwg5hqvfnqeqtpwi9ji4d6s1igf8pvey11tx:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://i5b2xlfjlaxcsctjr54ny0b10dynv8ak5gbtp5fejdahrs6nmnmbbhlx6jmqeryjo9lc65zho7izr3hqufdbibv542lgkkbvlgb83qoi8fnp97k23666noxl34b2dfzh/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_4f937488c83aafc9f6c3.table.json', 'sha256': '4f937488c83aafc9f6c38a1c2432a422bc29ccb48a2a09b0c52109f0ce7f065d', 'size': 1510371}",0.1143097411148276,2.706185374289746
trial_100_joint_alpha16.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,0.0,,text_dpp,True,3535.0,0.0,1771153207.7538035,{'runtime': 3535},0.07911308616399765,17.663708626031877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.605,0.605,0.605,0.61,0.61,0.615,0.615,0.52,0.565,0.575,0.575,0.575,0.575,0.575,0.6,"{'_latest_artifact_path': 'wandb-client-artifact://n2wspfco7ym8e1t8qtw5ah0umtedwno4cj0b49q6mwiyet63gu9jn5mxuzs7jr3tvujbb3z4fsfgntq4gvxe49ihfdk3y89j5lwhmb9evp7okg2s9n2a9lluwqmkpr7e:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://23dkwrac9z4158iuansrto4r2liwvaer8ce0rvqhhhd94y59waphafiqg74wlfs8wdabgnpf8ei434690lsnfirypqlqke4t7iy1924ywls4grk6797a5vkvcrfv6p4r/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_12700c5cb32cce2ea371.table.json', 'sha256': '12700c5cb32cce2ea371fb2bf0030dbdee34f8af3172787836cbf2d142b1ea59', 'size': 1452355}",0.058146521077504,2.3185410706113903
trial_40_batched_orth_alpha64.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 64, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/16-25-58,1.0,,text_dpp,True,4734.0,0.0,1771157250.643952,{'runtime': 4734},0.19860490307211875,23.61062908411026,0.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,0.575,0.855,0.875,0.88,0.885,0.885,0.895,0.9,0.665,0.74,0.775,0.81,0.81,0.83,0.845,0.85,"{'_latest_artifact_path': 'wandb-client-artifact://i8heqjrrct6cq5rd9cp3bexbfk24d3leq4dbqbgy2k7pg6x4psms0f63ftlh6m3ghpy1mxscmoj36jmu1bt9ve95vrlgm8hnbm1bk48pr3rn90pyc7s3nfm4q93y81ts:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://kg4tjjt3g4jzab3yzfb5mbgnzw191ocxiajcl0ydt0xdxqxqenmgmajdjmfnlftdl655of5qp3xj1tor42d62i8zdu7v56tmhfj4h0cqntbyt43xrlxpr4q9t3rh87bo/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_28e5c50be0f3e5b700d5.table.json', 'sha256': '28e5c50be0f3e5b700d51a27da8470fb4d58a11f351e5089d18bd73fad28d7c1', 'size': 1416635}",0.10868019718569812,2.653779956850617
trial_101_joint_alpha16.0_temp0.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-29,0.5,,text_dpp,True,4153.0,0.0,1771157243.551149,{'runtime': 4153},0.09118578612804412,20.754256032705307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.65,0.65,0.655,0.66,0.67,0.675,0.675,0.54,0.59,0.605,0.615,0.615,0.62,0.625,0.645,"{'_latest_artifact_path': 'wandb-client-artifact://sbp11hlx5ij76m1901zkyekky4anlwa1ziasc8a350sigfu9puxphtqupe01tmoc9u18q1xu9lr5yraurmqj8ixt5110yfqnkaet61emun79cgt96epkig5g2gbgsfvb:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://fdaylxwolipe3tcfwsf78yan3b3rlvy7izsy90zuay20qemj70mjn4263ox7rp84n1iml4n84gwrn2a9s73pn0y5bag5rgwld96ugeigspz5jr043f5yd5mvtpyopuv8/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_f05cd420d5d16d621ffb.table.json', 'sha256': 'f05cd420d5d16d621ffbad137014ad54699922e4956d7af4bb6c8fed3922db59', 'size': 1456760}",0.06545326678968898,2.682522974642604
trial_102_joint_alpha16.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,1.0,,text_dpp,True,3930.0,0.0,1771157145.279695,{'runtime': 3930},0.11790949195623396,19.64007063746452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.665,0.665,0.685,0.685,0.69,0.69,0.695,0.53,0.595,0.6,0.605,0.605,0.625,0.645,0.66,"{'_latest_artifact_path': 'wandb-client-artifact://fmkfr7stu4w993xp91kon0tzcwugk5hkdtrgqir5v45g05b4udmdb92lom4cjsopmtrtjr8h1af1ua59ra18hn2plkjoszvgiet8anw2kqnnnp2grh92ymenc6rmsc3u:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://848whcixf6raaayc7mely302fulp26prycciilpj6n1zt91xcp0kwgg1nxeyz3tlkkndardxwnw79hznxmh2lj39plmmcs9l9l785glujjri23nzvg52ehycstip7txj/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_0bf7bc170e399ba8118f.table.json', 'sha256': '0bf7bc170e399ba8118f5f745cc95e8fc1bf7ad28bbf598485c308c622b4bc46', 'size': 1449654}",0.08359800947089038,2.595279845994012
trial_103_joint_alpha16.0_temp1.5,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,1.5,,text_dpp,True,4204.0,0.0,1771161356.6797152,{'runtime': 4204},0.18802986785769463,21.011687805652617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.71,0.715,0.73,0.755,0.755,0.765,0.78,0.5,0.56,0.575,0.625,0.635,0.65,0.665,0.68,"{'_latest_artifact_path': 'wandb-client-artifact://5wgg7wf5ws17qfesqqilzzs9880498ietra34h6q5c0ug81gewez8k0fgbsg86yuxj4nfllt7kljqq5b562mokeewe1ek2zih3ockcs2f92f01l8vkg9ub7ds494hztc:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://2csb3k283idoyxewxflzgi5snsz4ui4v2h2szxprhebg8li8gwkbi035l4f0o3rg3qy1sviftgo1tgsgakue5tbdfqkcdecuhdmn82t9535o1njn06zbfxs0a2lchrf9/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_49acce5a28e9e98abbee.table.json', 'sha256': '49acce5a28e9e98abbeead5c8b1821680eb285f314f7da8468aed7e77572c94e', 'size': 1446475}",0.10858921140655509,2.7227228701777375
trial_104_joint_alpha16.0_temp2.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 16, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-29,2.0,,text_dpp,True,4151.0,0.0,1771161401.1909854,{'runtime': 4151},0.357722182571888,20.742822086811067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.75,0.765,0.775,0.775,0.78,0.79,0.79,0.55,0.615,0.65,0.665,0.685,0.705,0.735,0.74,"{'_latest_artifact_path': 'wandb-client-artifact://ndtgu7sz6xplyte73kwome9p6fzxgy3jp5r8xxau1mlsik3p8ihy0k9obi1myb8qo6nuool29o3lgl4tgletl9ttx1xxdbm3dyri2qazzzrf2xo7awfhun0qylpaluve:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://e071ba3styzj6s7sydgtp3x4scq67eydpqfafew5ot9fjm8lpdbjbhfuz0sfqwk96i1qgkb6fe70mphc6zg6u68qy8s7nuz2a0whuguexp2agezew3iwx5tl5ziqszpc/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_1208c1fcd9525f99dd95.table.json', 'sha256': '1208c1fcd9525f99dd953267611accce24e9c1c4ba01df3d0ea6ae4d9d0cc361', 'size': 1512137}",0.1101115684968722,2.7151209892793573
trial_41_batched_orth_alpha128.0_temp1.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'batched_orth', 'pool': 'max', 'alpha': 128, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/16-25-58,1.0,,text_dpp,True,4733.0,0.0,1771162013.577833,{'runtime': 4733},0.20484847113490104,23.601813433170317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.825,0.835,0.835,0.835,0.84,0.84,0.845,0.63,0.685,0.72,0.74,0.765,0.78,0.805,0.815,"{'_latest_artifact_path': 'wandb-client-artifact://g8xs6ixx1h7cje1aqjsbhzqwqhv84ecult6igl78kzv80uui9mug6nvfc6pvbnyesn4vsolfytq46ga99phfn35snzhyo5p8w04gtd947akktc989zh5bwf4z5ssnb4m:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://k32cbuuwjakbzvlutpoif110mpl55ksvd3jnvgdqquys8m4pmmugfszz0xr7isofz2th3bc2mwbo7igezwk22uxkoglf8m446cx11j7m1jp5kviy0bb55e1rgcxvepkn/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_0f1240b1c41dd109f602.table.json', 'sha256': '0f1240b1c41dd109f602d172e64d96636542f08ebc8c75b05bae5aa44c990bd7', 'size': 1416168}",0.1060395362042112,2.6516950580463385
trial_105_joint_alpha32.0_temp0.0,"{'name': 'GSAI-ML/LLaDA-8B-Instruct', 'load_in_4bit': True, 'mask_token_id': 126336}",32,Write a python function to compute fibonacci.,"{'name': 'joint', 'pool': 'max', 'alpha': 32, 'top_k': 0, 'target': 'logits', 'quality_scale': 1}",False,16,64,False,300,outputs/2026-02-13/13-15-43,0.0,,text_dpp,True,3535.0,0.0,1771164899.9674203,{'runtime': 3535},0.09163322359323502,17.665643569231033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.605,0.61,0.61,0.61,0.61,0.61,0.61,0.535,0.56,0.57,0.57,0.59,0.59,0.59,0.595,"{'_latest_artifact_path': 'wandb-client-artifact://lqswx8b4535vfui2kze5ntwxdilkui9kmvmxtr31g5quceh5dw2wglo6a4992buqadptmhbzpuv8ath5024n821wtfehszwunhhhgrjalzzgn5676wnthnn4de8n5z7v:latest/results_table.table.json', '_type': 'table-file', 'artifact_path': 'wandb-client-artifact://izkobqr1o9tmgbv4ca0xtxb9kh6x1a0or4tim12jfobwnn71950hchwx64vj6ggksyjboeu28fzhcd09x8ko3q20hl98qkv1boj9gmyvw64ulx5ld3tfcuqy7tc4mhtv/results_table.table.json', 'log_mode': 'IMMUTABLE', 'ncols': 5, 'nrows': 3200, 'path': 'media/table/results_table_0_0e30396b46cd052e4eeb.table.json', 'sha256': '0e30396b46cd052e4eeb4f4e19f425dc21bf49902c40edb5c67e7170cf902d6b', 'size': 1451014}",0.06869715582290427,2.323029765819839
